author,comment,normalized_comment,likes,published_at,reply_count,time,relevance/keep for review,low_content,duplicate,other(notes),kategorisierung,vergleich,distinktheit,repräsentation,stereotypen,identität,position,fragment,sagbarkeitsfeld,macht_wissen,fantasy_booking
@vileluca,Why didnt he speak on Dynamite?,why didnt he speak on dynamite?,0,2024-04-28T12:41:32Z,1,,1,0,0,,0,0,0,0,0,0,2,sichtbarkeit,0,0,0
@jamesarnold7253,@KingT_418   from a business point of view you make good points. But we're not in the wrestling business. We're wrestling fans. So when I watch a wrestling show I want to see people wrestle good matches rather than talk about wrestling good matches at a later date,@kingt_41 8 from a business point of view you make good points. but we're not in the wrestling business. we're wrestling fans. so when i watch a wrestling show i want to see people wrestle good matches rather than talk about wrestling good matches at a later date,1,2024-04-28T12:49:41Z,0,,0,0,0,leider ist parent kommentar von KingT_418 nicht mehr vorhanden oder wa nicht eindeutig zuordbar aufgrund von namenswechsel,,,,,,,,,,,
@tonimaestre96,A PPV match in a random Collision. No build up. Well done AEW,a ppv match in a random collision. no build up. well done aew,0,2024-04-28T13:01:14Z,0,,0,0,0,,,,,,,,,,,,
@OnionSavoya-jf5hz,"For years and years I thought Tony Khan and the elite were a bunch of racists. Turns out I was only half right.
Swerve has made it to the promise land of immortality but he needs to find like minded individuals to make sure the politicians don't conspire to take that title away from the African American community.
I'd recommend 
MVP
Stevie Ray
And
Ahmed Johnson
Them brothers is stone cold killas
Plus they took old to try and challenge Swerve for the AEW title.",for years and years i thought tony khan and the elite were a bunch of racists. turns out i was only half right. swerve has made it to the promise land of immortality but he needs to find like minded individuals to make sure the politicians don't conspire to take that title away from the african american community. i'd recommend mvp stevie ray and ahmed johnson them brothers is stone cold killas plus they took old to try and challenge swerve for the aew title.,0,2024-04-28T13:05:26Z,0,,1,0,0,"kommentar leider nicht mehr auffindbar, aber aufgrund von 0 replies, ohne weiteren kontext verwendbar",1,1,1,1,1,1,2,0,1,1,1
@khanthevideogamehunter2946,Caldio has to be one day a champ he is a reql life superman.,caldio has to be one day a champ he is a reql life superman.,0,2024-04-28T13:07:49Z,0,,0,0,0,fantasy booking,,,,,,,,,,,
@LetsBeReal-tr7wt,AEW does everything backwards,aew does everything backwards,4,2024-04-28T13:09:37Z,0,,0,0,0,,,,,,,,,,,,
@Powerhouseking30,Gm,gm,0,2024-04-28T13:10:42Z,0,,0,0,0,,,,,,,,,,,,
@Powerhouseking30,How was ur night,how was ur night,0,2024-04-28T13:10:53Z,0,,0,0,0,,,,,,,,,,,,
@Wyatt6661,God change the song,god change the song,0,2024-04-28T13:29:40Z,0,,1,0,0,teil seiner präsentation also relevant?,0,0,0,0,0,1,3,0,0,0,0
@juanhunnid5065,I like swerve as the champion :),i like swerve as the champion :),0,2024-04-28T13:30:28Z,0,,1,0,0,,0,0,0,1,0,1,1,0,0,0,0
@Tears_Of_Bl00d,"I thought joe’s run shoulda been a little longer. I was hoping joe would win and then swerve would come back and beat joe for the belt later in the year. That aside, swerve is great in the ring and on the mic and I was wanting him to become the next champ. Excited to see how his title run goes. I think he should have the title for at least a year minimum.","i thought joe’s run shoulda been a little longer. i was hoping joe would win and then swerve would come back and beat joe for the belt later in the year. that aside, swerve is great in the ring and on the mic and i was wanting him to become the next champ. excited to see how his title run goes. i think he should have the title for at least a year minimum.",1,2024-04-28T13:35:34Z,1,,1,0,0,,0,1,1,0,0,1,1,0,0,0,1
@BigBadWolf_357,So Kofi and Lashley meant nothing to you?,so kofi and lashley meant nothing to you?,2,2024-04-28T14:03:21Z,0,,1,0,0,bezug auf z.342 @bernardterrence4964; kofi und lashley ehemalige champs in wwes jüngerer vergangenheit,0,1,0,1,0,1,3,0,0,0,0
@SixShotRick,Why they couldn’t do this on Wednesday like wtf weird,why they couldn’t do this on wednesday like wtf weird,0,2024-04-28T14:08:13Z,3,,1,0,0,,0,0,0,1,0,0,3,0,0,0,0
@ryantownsend1322,Laughable. He did… he spent 5 minutes talking about it. Y’all are weird,laughable. he did… he spent 5 minutes talking about it. y’all are weird,0,2024-04-28T14:17:33Z,0,,0,0,0,bezug auf z.379 @vileluca,,,,,,,,,,,
@DisastrousIntentionally,"You people really gotta clarify the things you saw, he's certainly not the first black champion. Not even the first black champion in AEW. First black AEW World Champion but you left a lot of words out of that.","you people really gotta clarify the things you saw, he's certainly not the first black champion. not even the first black champion in aew. first black aew world champion but you left a lot of words out of that.",0,2024-04-28T14:20:34Z,0,,1,0,0,bezug auf z.80 @lv34ever29,1,0,0,0,0,1,2,sprachliche genauigkeit,1,1,0
@DisastrousIntentionally,Nobody is there.,nobody is there.,0,2024-04-28T14:24:11Z,0,,0,0,0,,,,,,,,,,,,
@DisastrousIntentionally,They left a year ago.,they left a year ago.,0,2024-04-28T14:25:12Z,0,,0,0,0,,,,,,,,,,,,
@DisastrousIntentionally,"​@@kr6productions Arena was like 40% capacity, it was reported that attendance was so low they started handing tickets out to fill important seats you see on camera. We've reached the point where they struggle to give tickets away in their home city.","@kr6production s arena was like 40% capacity, it was reported that attendance was so low they started handing tickets out to fill important seats you see on camera. we've reached the point where they struggle to give tickets away in their home city.",0,2024-04-28T14:29:24Z,0,,0,0,0,,,,,,,,,,,,
@StoveToTheFace,almost all the instances are pro Israeli agitators pretending to be pro palestinian. It's been proven time and time again. Don't accept these bigots framing.,almost all the instances are pro israeli agitators pretending to be pro palestinian. it's been proven time and time again. don't accept these bigots framing.,0,2024-04-28T14:29:31Z,0,,0,0,0,"kommentar nicht mehr auffindbar, möglicherweise gelöscht",,,,,,,,,,,
@MarkMorel74,"This needed to be on last weeks Dynamite, this a AEW scrambling to fix their botch. But nuff respect to the Champ, Swerve and the big homey Nana.","this needed to be on last weeks dynamite, this a aew scrambling to fix their botch. but nuff respect to the champ, swerve and the big homey nana.",0,2024-04-28T14:32:50Z,0,,1,0,0,,0,0,0,0,0,1,2,0,0,1,0
@AndrewSanchez-wm5op,Lol dam poor AEW those crowds are getting smaller and smaller,lol dam poor aew those crowds are getting smaller and smaller,1,2024-04-28T14:38:19Z,0,,0,0,0,,,,,,,,,,,,
@jonjones18,"From sidekick to Keith lee 
To a main event Star then world champion 
Swerve deserve all of this & got over organically ❤",from sidekick to keith lee to a main event star then world champion swerve deserve all of this & got over organically ❤,1,2024-04-28T14:38:41Z,1,,1,0,0,,0,0,1,0,0,1,1,0,0,1,0
@davenisawesome,Should have done this on Wednesday instead of going against Fletcher and leaving the main event to Moxley.,should have done this on wednesday instead of going against fletcher and leaving the main event to moxley.,1,2024-04-28T14:41:16Z,0,,0,0,1,,,,,,,,,,,,
@TJSmith-jb4og,"Once Samoa Joe became champion, so just a few months.","once samoa joe became champion, so just a few months.",0,2024-04-28T14:53:45Z,0,,0,0,0,,,,,,,,,,,,
@aasquith25,Rehearse my promo? Naw I’ll Swerrrrve 😂,rehearse my promo? naw i’ll swerrrrve 😂,0,2024-04-28T14:57:26Z,0,,1,0,0,,0,0,0,0,0,1,3,0,0,0,0
@mercarelli7517,aew just got cool again what a look for a champion,aew just got cool again what a look for a champion,1,2024-04-28T15:03:38Z,0,,1,0,0,,0,1,1,0,0,1,1,0,0,0,0
@titisbarlega2379,"What differences between dinamite, rampage, and collison","what differences between dinamite, rampage, and collison",0,2024-04-28T15:09:48Z,1,,0,0,0,,,,,,,,,,,,
@titisbarlega2379,??????,??????,0,2024-04-28T15:10:00Z,0,,0,0,0,,,,,,,,,,,,
@eugenedantzler4485,I hope Swerve keeps it for at least a year,i hope swerve keeps it for at least a year,0,2024-04-28T15:15:26Z,0,,1,0,0,inhaltliche dopplung,0,0,0,0,0,0,1,0,0,1,1
@arinleoczko1250,I love that Swerve called out the fans for cheering him after he's literally invaded someone's home before hanging said man with a chain.,i love that swerve called out the fans for cheering him after he's literally invaded someone's home before hanging said man with a chain.,0,2024-04-28T15:15:36Z,0,,1,0,0,,0,0,1,0,0,1,1,0,1,0,0
@eugenedantzler4485,No Diddy😂😂😂😂😂😂. Made me spit my orange juice out😂😂😂,no diddy😂😂😂😂😂😂. made me spit my orange juice out😂😂😂,1,2024-04-28T15:21:23Z,0,,0,0,0,bezug auf z.92 @randomguysays,,,,,,,,,,,
@krossik327,GET SWERVE TO PUT THE BELT ON HIS SHOULDER PLEASE 🙏🏾,get swerve to put the belt on his shoulder please 🙏🏾,0,2024-04-28T15:26:12Z,0,,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
@Tionn84,That’s right ❤❤❤❤❤ the take  over,that’s right ❤❤❤❤❤ the take over,0,2024-04-28T15:34:13Z,0,,0,1,0,,,,,,,,,,,,
@tomdelong808,And it took less than 11 years,and it took less than 11 years,0,2024-04-28T15:47:33Z,0,,0,0,0,bezug auf z.117 @jordanfletcher3726,,,,,,,,,,,
@tomdelong808,TK had nothing to do with that 😂,tk had nothing to do with that 😂,0,2024-04-28T15:48:44Z,0,,0,0,0,,,,,,,,,,,,
@TheAndrewShow40,Dam the arena looks like a dam Rock concert! 🎸🎸,dam the arena looks like a dam rock concert! 🎸🎸,0,2024-04-28T16:03:52Z,0,,0,0,0,,,,,,,,,,,,
@KennyPowersGaming,Id love mjf to come back and feud with him but of they are gonna push claudio that be dope too just showcase him right.,id love mjf to come back and feud with him but of they are gonna push claudio that be dope too just showcase him right.,0,2024-04-28T16:07:15Z,0,,0,0,0,,,,,,,,,,,,
@bigmike2464,The match you never knew you wanted to see,the match you never knew you wanted to see,0,2024-04-28T16:21:53Z,0,,0,0,0,,,,,,,,,,,,
@DonaldMeyers-v8c,I thought Mone was the CEO???? Lol,i thought mone was the ceo???? lol,0,2024-04-28T16:23:19Z,0,,0,0,0,,,,,,,,,,,,
@DonaldMeyers-v8c,Didn't swerve bully a baby?? I like him but this promo was a bit off,didn't swerve bully a baby?? i like him but this promo was a bit off,1,2024-04-28T16:24:32Z,0,,1,0,0,inhaltliche dopplung,0,0,0,0,0,1,2,0,1,0,0
@KBlade1,"Agreed! Now that he's Champ, he could have some fun now!","agreed! now that he's champ, he could have some fun now!",6,2024-04-28T16:26:33Z,0,,1,0,0,bezug auf z.41 @Kletke84 ,0,0,0,0,0,1,1,0,0,0,1
@KBlade1,They didn't want the Elite segment to overshadow Swerves first champion promo. Makes sense!,they didn't want the elite segment to overshadow swerves first champion promo. makes sense!,1,2024-04-28T16:32:13Z,0,,1,0,0,bezug auf z.391 @SixShotRick,0,1,0,0,0,1,1,0,0,1,0
@SixShotRick,@@KBlade1 that’s mindset is the reason AEW is in the shits thank you buddy,@kblade 1 that’s mindset is the reason aew is in the shits thank you buddy,0,2024-04-28T16:36:46Z,0,,0,0,0,bezug auf z.420,,,,,,,,,,,
@bobbymoore4023,I love some more Joe but swerve has had this coming for quite some time he looks damn good in that big gold belt,i love some more joe but swerve has had this coming for quite some time he looks damn good in that big gold belt,0,2024-04-28T16:37:20Z,0,,1,0,0,,0,0,1,0,0,1,1,0,0,0,0
@bobbymoore4023,We have a black champion that's what's up,we have a black champion that's what's up,0,2024-04-28T16:38:05Z,0,,1,0,0,,1,0,1,1,0,1,1,0,0,0,0
@KBlade1,"@SixShotRick  The fact that you think AEW is ""In the shits"" is the bad mindset. There's lot of bad about AEW, but it's getting better.","@sixshotric k the fact that you think aew is ""in the shits"" is the bad mindset. there's lot of bad about aew, but it's getting better.",0,2024-04-28T16:39:35Z,0,,0,0,0,bezug auf z.421,,,,,,,,,,,
@Jacksiloution,Collision will have crazy viewers tn might aswell do it for new viewers​@@killa_swag216,collision will have crazy viewers tn might aswell do it for new viewers @killa_swag216,0,2024-04-28T16:41:27Z,0,,0,0,0,bezug auf z.250 killa_swag216,,,,,,,,,,,
@IntrovertedOreo,Prince Nana makes the best hypeman manager ever 😂😂😂😂 dude makes me laugh and dance with him!,prince nana makes the best hypeman manager ever 😂😂😂😂 dude makes me laugh and dance with him!,0,2024-04-28T16:43:21Z,0,,1,0,0,,0,1,1,0,0,1,1,0,0,0,0
@mohammad2835,recent week aew cammer views and sound problems,recent week aew cammer views and sound problems,0,2024-04-28T16:48:45Z,0,,0,0,0,,,,,,,,,,,,
@kevthegoat8774,Bangers don't get ratings,bangers don't get ratings,0,2024-04-28T17:05:33Z,0,,0,0,0,bezug auf z.345 @nishikeithpradhan9819,,,,,,,,,,,
@MsIkon226,Was his jacket velvet or nah?,was his jacket velvet or nah?,0,2024-04-28T17:23:39Z,0,,0,0,0,,,,,,,,,,,,
@tareklegrand7747,"​@@gmac673 the internet is not the real world my friend. Listen to the crowd instead, when it's bad they will boo or even worse be total silent.","@gmac67 3 the internet is not the real world my friend. listen to the crowd instead, when it's bad they will boo or even worse be total silent.",0,2024-04-28T17:29:43Z,0,,1,0,0,"bezug auf z.231 @gmac673, dessen kommentar inzwischen nicht mehr auffindbar",0,1,0,0,0,0,2,0,0,1,0
@tareklegrand7747,It was on TV right after the Playoffs...,it was on tv right after the playoffs...,1,2024-04-28T17:38:13Z,0,,0,0,1,bezug auf z.375 @P.S.taker7,,,,,,,,,,,
@dondunn7,That dance has gotten so stale,that dance has gotten so stale,0,2024-04-28T17:42:38Z,0,,1,0,0,"bezieht sich auf swerves manager, relevant?",0,0,0,0,0,0,3,0,0,0,0
@gmac673,"@@tareklegrand7747 you do know what an echo chamber is, right?","@tareklegrand774 7 you do know what an echo chamber is, right?",0,2024-04-28T17:48:15Z,0,,0,0,0,"bezug auf z.431, kommentar inzwischen nicht mehr auffindbar, womöglich gelöscht",,,,,,,,,,,
@Fakekennyomega,Totally lame,totally lame,0,2024-04-28T17:53:54Z,0,,1,0,0,bezug auf z.352 @EdgarOlivas-r1r,0,0,0,0,0,0,3,0,0,0,0
@Fakekennyomega,They didn't have to make it about race,they didn't have to make it about race,0,2024-04-28T17:55:39Z,0,,1,0,0,bezug auf z.326 @seanbonella,1,0,0,1,1,1,3,0,1,1,0
@Fakekennyomega,This was a lame ass promo,this was a lame ass promo,0,2024-04-28T17:59:18Z,0,,1,0,0,,0,0,0,0,0,0,3,0,0,0,0
@Fakekennyomega,Same promo skill level as Adam cole,same promo skill level as adam cole,0,2024-04-28T18:07:03Z,0,,0,0,0,bezug auf z.132 @EL_Chapo187,,,,,,,,,,,
@TwoP-o8q,Should of done this on dynamite.,should of done this on dynamite.,0,2024-04-28T18:08:55Z,0,,0,0,1,inhaltliche dopplung,,,,,,,,,,,
@johannesmakila2459,This is Swerve's house and he will be champion for while. I really doubt they are going to have him drop that championship any time soon.,this is swerve's house and he will be champion for while. i really doubt they are going to have him drop that championship any time soon.,0,2024-04-28T18:13:20Z,0,,1,0,0,,0,0,1,0,0,1,1,0,0,1,1
@tareklegrand7747,@@gmac673 it's an enclosed space where the sound reverberates lmfao,@gmac67 3 it's an enclosed space where the sound reverberates lmfao,0,2024-04-28T18:28:16Z,0,,0,0,0,bezug auf z.433,,,,,,,,,,,
@gmac673,@@tareklegrand7747 thought not.,@tareklegrand774 7 thought not.,0,2024-04-28T18:42:31Z,0,,0,0,0,bezug auf z.440,,,,,,,,,,,
@michaelvazquez7851,Great show last night,great show last night,0,2024-04-28T18:51:30Z,0,,0,0,0,,,,,,,,,,,,
@JayBurris100,Swerve has to improve on his promo skills,swerve has to improve on his promo skills,0,2024-04-28T19:12:19Z,0,,1,0,0,,0,0,0,0,0,1,3,0,0,0,0
@willn8664,I'm guessing the Embassy are tweeners?,i'm guessing the embassy are tweeners?,0,2024-04-28T19:29:23Z,0,,1,0,0,tweener = between heel and face,0,0,0,0,0,1,2,0,0,1,0
@AKWBeats,That belt look great on him,that belt look great on him,0,2024-04-28T19:56:06Z,0,,0,0,1,,,,,,,,,,,,
@user-oq9mn3zw5z,Osprey vs Strickland would be banger of a match at this year's ALL IN LONDON,osprey vs strickland would be banger of a match at this year's all in london,9,2024-04-28T20:00:55Z,0,,0,0,1,inhaltliche dopplung,,,,,,,,,,,
@ricardomargera,"Been a fan of him since the MLW days. If there is a wrestler that deserves everything that he's getting, his name is Swerve Strickland.","been a fan of him since the mlw days. if there is a wrestler that deserves everything that he's getting, his name is swerve strickland.",0,2024-04-28T20:17:29Z,0,,1,0,0,,0,0,1,1,0,1,1,0,0,0,0
@Patque593,Now why couldn’t they’ve done this on Wednesday instead of Saturday ??????,now why couldn’t they’ve done this on wednesday instead of saturday ??????,0,2024-04-28T20:28:38Z,1,,0,0,1,inhaltliche dopplung,,,,,,,,,,,
@matteotc,A real star,a real star,0,2024-04-28T21:02:32Z,0,,1,0,0,,0,0,1,0,0,1,1,0,0,0,0
@haywoodjablowme1133,​@@jayway7485 They still have limited fans AEW couldn't draw flies even though it's SHIT!!!!!!!,@jayway748 5 they still have limited fans aew couldn't draw flies even though it's shit!!!!!!!,1,2024-04-28T21:17:47Z,0,,0,0,0,,,,,,,,,,,,
@haywoodjablowme1133,"Yeah because "" We wuz Kangz and sheit"" da prophet Kareem Owheet","yeah because "" we wuz kangz and sheit"" da prophet kareem owheet",2,2024-04-28T21:20:28Z,0,,1,0,0,bezug auf z.75 @RGF91,1,1,0,1,1,1,3,0,1,0,0
@The_Darius_King,WHOSE HOUSE???????,whose house???????,0,2024-04-28T21:25:45Z,0,,0,0,1,,,,,,,,,,,,
@LegacyOfMysterio,Ngl Swerve looks like a legit champion 🔥🔥🔥 and that belt looks so good on him too 🤘🏽,ngl swerve looks like a legit champion 🔥🔥🔥 and that belt looks so good on him too 🤘🏽,7,2024-04-28T21:39:30Z,0,,1,0,0,,0,0,1,0,0,1,1,0,0,0,0
@timmc8444,Boy did he screw up..Tony con a fighter..lol!,boy did he screw up..tony con a fighter..lol!,0,2024-04-28T22:59:17Z,0,,0,0,0,,,,,,,,,,,,
@Alex-mx9kj,Yet can't draw.,yet can't draw.,1,2024-04-28T23:00:25Z,0,,0,0,0,,,,,,,,,,,,
@edgar22452,HE DIDN'T SAY THAT BRUH​@@BigBadWolf_357,he didn't say that bruh @bigbadwolf_357,0,2024-04-28T23:10:04Z,0,,0,0,0,"kommentar nicht mehr auffindbar, daher ausgeschlossen, zuordnung wäre spekulativ",,,,,,,,,,,
@ZakFromZakhub,Swerves when i drive!,swerves when i drive!,0,2024-04-28T23:14:06Z,0,,0,0,0,,,,,,,,,,,,
@hamishjarvis,"Wow that was lame 

That’s your celebration promo and then cesaro says nothing and in the lamest way ….. oh boy",wow that was lame that’s your celebration promo and then cesaro says nothing and in the lamest way ….. oh boy,1,2024-04-28T23:41:18Z,0,,1,0,0,,0,0,0,0,0,1,3,0,0,0,0
@Michael12255,I love swerve but god damn please work on your mic skills that’s the only thing he doesn’t have,i love swerve but god damn please work on your mic skills that’s the only thing he doesn’t have,0,2024-04-28T23:46:31Z,0,,1,0,0,,0,0,1,0,0,1,2,0,0,0,0
@ELVINCASTRO-z9x,Merece ser campeón swerve,merece ser campeón swerve,1,2024-04-28T23:54:34Z,0,,0,0,0,sinngemäß. Swerve deserves to be champion,,,,,,,,,,,
@ELVINCASTRO-z9x,Espero que duele mucho su reinado,espero que duele mucho su reinado,2,2024-04-28T23:58:21Z,0,,0,0,0,sinngemäß: ich hoffe sein regentschaft tut sehr weh; wie ist das gemeint?? Positiv negativ??,,,,,,,,,,,
@shawnclark7325,Swerve going to AEW was a great move. Congrats. The other company would have never gave him this shot.,swerve going to aew was a great move. congrats. the other company would have never gave him this shot.,5,2024-04-29T00:06:29Z,0,,1,0,0,,0,1,1,0,0,1,1,0,0,1,0
@WilliamBrooks-yn2dr,😮😮😮,😮😮😮,0,2024-04-29T00:07:36Z,0,,0,1,0,,,,,,,,,,,,
@kgblitz1294,That belt is 🔥🔥,that belt is 🔥🔥,0,2024-04-29T00:34:58Z,0,,0,0,1,,,,,,,,,,,,
@BINKRAY,Swerve Is boring unlike Jon who’s a better world champion,swerve is boring unlike jon who’s a better world champion,0,2024-04-29T00:52:29Z,0,,1,0,0,,0,1,0,0,0,1,3,0,0,0,0
@RichEssay,cody rhodes 🤘🏽🤘🏽🤘🏽🤘🏽,cody rhodes 🤘🏽🤘🏽🤘🏽🤘🏽,0,2024-04-29T01:18:05Z,0,,0,0,0,,,,,,,,,,,,
@RichEssay,too bad he's only holding it for that cringe boy will osprey 🤣🤣🤣,too bad he's only holding it for that cringe boy will osprey 🤣🤣🤣,0,2024-04-29T01:19:08Z,2,,1,0,0,,0,1,0,0,0,1,3,0,0,1,1
@jamesmonroe3296,🛑 STOP Here and save 5 minutes……Americans cheap black panther goes struggles to put words together and then talks about his kids that he now mention for the first time,🛑 stop here and save 5 minutes……americans cheap black panther goes struggles to put words together and then talks about his kids that he now mention for the first time,0,2024-04-29T01:38:58Z,0,,1,0,0,,1,1,0,1,1,1,3,0,1,0,0
@ishmael802,Watch when they line them up at Wembly. It’s going to be Match of the Year.,watch when they line them up at wembly. it’s going to be match of the year.,0,2024-04-29T01:59:13Z,0,,1,0,0,bezug auf z.467 @RichEssay,0,0,1,0,0,0,1,0,0,0,1
@matthiasuzoaru3460,Super Fireeeeee !!! My World Champ is Black!,super fireeeeee !!! my world champ is black!,1,2024-04-29T02:20:12Z,0,,1,0,0,,1,0,1,1,0,1,1,0,0,0,0
@brianbray2721,Joe will get it back,joe will get it back,0,2024-04-29T02:40:07Z,0,,0,0,0,,,,,,,,,,,,
@wcnott03,Swerve issues an open challenge to defend his world title to anyone on the roster and only 1 person answers.  I guess the rest of the folks in the locker room have no ambition.,swerve issues an open challenge to defend his world title to anyone on the roster and only 1 person answers. i guess the rest of the folks in the locker room have no ambition.,0,2024-04-29T03:07:11Z,0,,0,0,0,,,,,,,,,,,,
@Cornyboa,tony is really booking in reverse,tony is really booking in reverse,0,2024-04-29T04:22:57Z,0,,0,0,0,"warum ist noch unklar, könnte relevant sein, wenn man annimmt dass es sich auf swerves darstellung und die verlegung seiner promo von dynamite auf collision einbezieht",,,,,,,,,,,
@blxxdyhuncho4601,"Can’t help to notice that now that swerve is champ, prince nana had to update his drip with those aluminum foil pants 😂😂😂","can’t help to notice that now that swerve is champ, prince nana had to update his drip with those aluminum foil pants 😂😂😂",5,2024-04-29T06:42:21Z,0,,0,0,0,,,,,,,,,,,,
@zurin6556,"Dont forget or ignore it, the fact The Real AEW World Champion still the best in the world.. CM Punk 😊","dont forget or ignore it, the fact the real aew world champion still the best in the world.. cm punk 😊",1,2024-04-29T08:59:54Z,1,,0,0,0,,,,,,,,,,,,
@TheAtownlive,"Did he basically just say to his daughter, ""I'm sorry I missed time with you but I got to do what I got to do"" ? Lol","did he basically just say to his daughter, ""i'm sorry i missed time with you but i got to do what i got to do"" ? lol",0,2024-04-29T10:54:50Z,0,,1,0,0,,0,0,0,0,0,1,2,0,0,0,0
@Exanso,Sick transition champ I guess,sick transition champ i guess,0,2024-04-29T11:41:16Z,0,,1,0,0,"transitional champs = short term title holders, purpose of them winning the title is to lose it almost instantly",0,0,0,0,0,1,3,0,0,1,0
@grid462,"Good for Swerve for sure. 
A note on Samoa Joe though. The first Samoan aew champ. The first non white top champ in the company. Carried the role with distinction. Hope Swerve does too.",good for swerve for sure. a note on samoa joe though. the first samoan aew champ. the first non white top champ in the company. carried the role with distinction. hope swerve does too.,0,2024-04-29T12:17:29Z,0,,1,0,0,,1,1,1,1,0,1,2,0,0,1,0
@RichEssay,@@ishmael802 maybe for you lmao i won't be watching 🤣,@ishmael80 2 maybe for you lmao i won't be watching 🤣,0,2024-04-29T13:34:49Z,0,,1,0,0,bezug auf z.469 @ishmael802,0,0,0,0,0,0,3,0,0,0,0
@Metal.mike89,I would love to see swerve hand jack Perry’s face to him,i would love to see swerve hand jack perry’s face to him,0,2024-04-29T14:39:55Z,0,,0,0,0,,,,,,,,,,,,
@robertsteele9940,☝🏻,☝🏻,0,2024-04-29T14:44:46Z,0,,0,1,0,,,,,,,,,,,,
@tareklegrand7747,Because Collision starts  immediately after the NBA playoffs,because collision starts immediately after the nba playoffs,0,2024-04-29T14:56:37Z,0,,0,0,1,bezug auf z.448 @Patque593,,,,,,,,,,,
@hellchrome01,I just noticed that they are having side plate of the wrestler's logo on the belt. Hmm..,i just noticed that they are having side plate of the wrestler's logo on the belt. hmm..,0,2024-04-29T14:57:07Z,0,,0,0,0,,,,,,,,,,,,
@joelornelas5330,One or maybe the only good thing in aew,one or maybe the only good thing in aew,0,2024-04-29T15:02:45Z,0,,1,0,0,,0,0,1,1,0,0,2,0,0,0,0
@Linklex7,"“Four elite wrestlers attacking a non-fighter seems like a bitch move to me”. Bro, you threatened to beat up a baby.  😂😂. It’s ok Swerve, we still love you it’s your house.   Hopefully you have a long title reign","“four elite wrestlers attacking a non-fighter seems like a bitch move to me”. bro, you threatened to beat up a baby. 😂😂. it’s ok swerve, we still love you it’s your house. hopefully you have a long title reign",0,2024-04-29T15:51:13Z,0,,1,0,0,,0,1,1,0,0,1,2,0,0,0,0
@Linklex7,Me too.  Swerve winning is the best thing to happen in AEW recently.  Though sadly I’m worried AEW is just thinking of Swerve as an afterthought now that they got Will Osprey.,me too. swerve winning is the best thing to happen in aew recently. though sadly i’m worried aew is just thinking of swerve as an afterthought now that they got will osprey.,1,2024-04-29T15:52:19Z,0,,1,0,0,bezug auf z.161 @EusebioBermea,0,1,1,0,0,1,2,0,0,1,0
@Linklex7,@@saptamghoshSwerve retains,@saptamghoshswerv e retains,0,2024-04-29T15:52:41Z,0,,0,0,0,bezug auf z.16 und z.105,,,,,,,,,,,
@Linklex7,"Never thought Killshot from Lucha Underground would be on top of the world, but I’m loving it.  It’s Swerve’s house, we just living in it.","never thought killshot from lucha underground would be on top of the world, but i’m loving it. it’s swerve’s house, we just living in it.",0,2024-04-29T15:54:26Z,0,,1,0,0,bezug auf z.400 @jonjones18,0,0,1,0,0,1,1,0,0,0,0
@Linklex7,Agreed.  Swerve deserved a good long reign.  Do not give him a short reign just cause you’re going to be in Will Osprey’s backyard.  Don’t let hometowns dictate book.  Run with Swerve for a bit.  Will’s time will come.   Don’t rush it,agreed. swerve deserved a good long reign. do not give him a short reign just cause you’re going to be in will osprey’s backyard. don’t let hometowns dictate book. run with swerve for a bit. will’s time will come. don’t rush it,0,2024-04-29T15:56:13Z,0,,1,0,0,bezug auf z.389 @Tears_Of_Bl00d,0,1,1,0,0,1,1,0,0,1,1
@djchino774,So sorry for swerve wearing a meaningless belt in front of 20 people. Once he eventually comes back he might be good enough for an intercontinental championship cause there's no way he's better than logan much less cody.,so sorry for swerve wearing a meaningless belt in front of 20 people. once he eventually comes back he might be good enough for an intercontinental championship cause there's no way he's better than logan much less cody.,0,2024-04-29T16:16:57Z,0,,1,0,0,"sieht in perspektivisch zurück in wwe, aber sieht ihn nicht auf dem level dort einen world championship zu gewinnen ",0,1,0,0,0,1,3,0,0,1,1
@djchino774,R Truth at 65 can do all he does but better. Trick is way more relevant than this dude. When your champion is relegated to the show nobody watches the message is loud and clear. BTW I got an email to be a seat filler and I said hell no cause I got a life.,r truth at 65 can do all he does but better. trick is way more relevant than this dude. when your champion is relegated to the show nobody watches the message is loud and clear. btw i got an email to be a seat filler and i said hell no cause i got a life.,0,2024-04-29T16:24:32Z,0,,1,0,0,vergleich zu schwarzen wrestlern in wwe,1,1,0,1,0,1,3,0,0,1,0
@murderorgy2995,I love this guy,i love this guy,0,2024-04-29T16:37:33Z,0,,1,0,0,,0,0,0,0,0,0,1,0,0,0,0
@REALFILMYREVIEWS,That title looks good on Swerve.,that title looks good on swerve.,0,2024-04-29T16:55:50Z,0,,0,0,1,,,,,,,,,,,,
