author,comment,normalized_comment,likes,published_at,reply_count,time,relevance/keep for review,low_content,duplicate,other(notes),kategorisierung,vergleich,distinktheit,repräsentation,stereotypen,identität,position,fragment,sagbarkeitsfeld,macht_wissen,fantasy_booking
@TheZeppelin14," @TorbenFewell  Revelation 2:9 doesn't say anything about color but Jews are not black but like I said even if Jesus was black it still wouldn't matter, I'm not racist like you are insinuating.","@torbenfewel l revelation 2:9 doesn't say anything about color but jews are not black but like i said even if jesus was black it still wouldn't matter, i'm not racist like you are insinuating.",0,,,vor 6 Monaten,0,0,0,bezug auf z.40; z.610,,,,,,,,,,,
@brendenmingo6527,No lie..bruh a boss,no lie..bruh a boss,0,,,vor 6 Monaten,1,0,0,bezug auf z.40 @zamplify,0,0,0,0,0,1,1,0,0,0,0
@brendenmingo6527,​ @kozmicflush980 ✊🏾,@kozmicflush98 0 ✊🏾,0,,,vor 6 Monaten,0,1,0,,,,,,,,,,,,
@swiftieswag,Will never be as good as Cesaro.,will never be as good as cesaro.,0,,,vor 6 Monaten,0,0,0,"bezug auf z.40 @zamplify, actually not called cesaro in aew but claudio castagnoli",,,,,,,,,,,
@Charlie-eh6xc,Ain't ever gonna be on somoa Joe's level,ain't ever gonna be on somoa joe's level,1,,,vor 4 Monaten,1,0,0,bezug auf z.40 @zamplify,0,1,0,0,0,1,3,0,0,0,0
@Spawnwick_Boseman82820," @keithcaldwell1871  hi, hon 🔑 Kong","@keithcaldwell187 1 hi, hon 🔑 kong",0,,,vor 6 Monaten,0,0,0,"kommentar nicht mehr auffindbar, thread könnte man erahnen, aber da spekulativ ausgeschlossen; möglicherweise gelöscht",,,,,,,,,,,
@Spawnwick_Boseman82820, @keithcaldwell1871  is that all you got? Get a life 🤦🏼🙉,@keithcaldwell187 1 is that all you got? get a life 🤦🏼🙉,4,,,vor 6 Monaten,0,0,0,bezug auf z. 354 @keithcaldwell1871,,,,,,,,,,,
@johannesmakila2459, @seanbonella  It's 2024 and you're crying about black guy being champion in major promotion? You need to touch grass and get a life badly if you have issue with that.,@seanbonell a it's 2024 and you're crying about black guy being champion in major promotion? you need to touch grass and get a life badly if you have issue with that.,2,,,vor 6 Monaten,1,0,0,bezug auf z.327 @seanbonella,1,0,1,1,1,1,1,0,1,1,0
@wmumoose1, @keithcaldwell1871 you mean after they had a Samoan hold the title? Now an African American holds it.,@keithcaldwell187 1 you mean after they had a samoan hold the title? now an african american holds it.,0,,,vor 6 Monaten,1,0,0,bezug auf z. 354 @keithcaldwell1871,1,1,0,0,1,1,2,0,1,0,0
@krissyskulls,"@keithcaldwell1871 why don’t you just call AEW woke for making Swerve champ?
You’re not fooling anyone.",@keithcaldwell187 1 why don’t you just call aew woke for making swerve champ? you’re not fooling anyone.,0,,,vor 6 Monaten,1,0,0,bezug auf z. 354 @keithcaldwell1871,0,0,,0,1,1,2,0,1,1,0
@Fondrom,Come a long way? Huh? The man is 33 years old..,come a long way? huh? the man is 33 years old..,0,,,vor 6 Monaten,1,0,0,bezug auf z.38 @Spawnwick_Boseman82820,0,0,0,0,0,1,3,0,0,0,0
@nawtyko6768,People need to report this guy please ​ @smileyk4129 ,people need to report this guy please @smileyk4129,0,,,vor 6 Monaten,0,0,0,,,,,,,,,,,,
@TheZedster21,​ @Recklessghost  and that tony wanted a black champion 😂 nah he puts on bangers tho,@recklessghos t and that tony wanted a black champion 😂 nah he puts on bangers tho,0,,,vor 6 Monaten,1,0,0,bezug auf z.263 @Recklessghost,1,0,1,0,1,1,2,0,1,1,0
@iamlucifermorningstar509,Swerve's House,swerve's house,3,,,vor 6 Monaten,0,0,1,,,,,,,,,,,,
@jpabcede5016,What's wrong with having a black champion?,what's wrong with having a black champion?,2,,,vor 6 Monaten,1,0,0,wahrscheinlich bezogen auf z.254 @smileyk4129; zumindest im selben thread,1,0,0,0,1,1,2,0,0,1,0
@smileyk4129," @Recklessghost  😂😂 ok so u mean not because aew wanted a  ""first black"" champion?","@recklessghos t 😂😂 ok so u mean not because aew wanted a ""first black"" champion?",0,,,vor 6 Monaten,1,0,0,bezug auf z.263 @Recklessghost,1,0,0,1,1,1,3,0,1,1,0
@smileyk4129, @TheZedster21  😂😂 i only care about the first black part.. that what everyone seems to talk about,@thezedster2 1 😂😂 i only care about the first black part.. that what everyone seems to talk about,0,,,vor 6 Monaten,1,0,0,bezug auf z.623 @TheZedster21,1,0,0,1,1,1,2,0,1,1,0
@smileyk4129, @jpabcede5016  nothing wrong with it.. treat the man like everyone else stop with the race $hit.. he work hard he should get the reward..,@jpabcede501 6 nothing wrong with it.. treat the man like everyone else stop with the race $hit.. he work hard he should get the reward..,3,,,vor 6 Monaten,1,0,0,bezug auf z.625 @jpabcede5016 ,1,0,0,1,1,1,3,0,1,1,0
@KingMason1980,"Every single solitary thing has to be about race or ethnicity being the highlight, how about just a great wrestler deserving of the world championship title belt 👍🏾✊🏾","every single solitary thing has to be about race or ethnicity being the highlight, how about just a great wrestler deserving of the world championship title belt 👍🏾✊🏾",2,,,vor 6 Monaten,1,0,0,same thread wie die vorherigen kommentare,1,0,0,1,1,1,2,0,1,0,0
@KingMason1980," @smileyk4129 man man good stuff, I’m with you on that bro 👍🏾","@smileyk412 9 man man good stuff, i’m with you on that bro 👍🏾",2,,,vor 6 Monaten,1,0,0,bezug auf z.628 @smileyk4129,1,0,0,1,1,1,2,0,1,0,0
@smileyk4129, @KingMason1980  amen.. feed me more wrestling. Less race or color,@kingmason198 0 amen.. feed me more wrestling. less race or color,1,,,vor 6 Monaten,1,0,0,bezug auf z.630 ,1,0,0,0,1,1,2,0,1,0,0
@Saucy3.0,SWERVES HOUSEEE,swerves houseee,1,,,vor 6 Monaten,0,0,1,,,,,,,,,,,,
@smileyk4129, @Saucy3.0  u sure not the black house?  Since his the first aew black champion if u didn't know that,@saucy3 .0 u sure not the black house? since his the first aew black champion if u didn't know that,0,,,vor 6 Monaten,1,0,0,bezug auf z.632,1,0,0,1,1,1,3,0,1,1,0
@SuperGeno2010,Swerves house!!!,swerves house!!!,2,,,vor 6 Monaten,0,0,1,,,,,,,,,,,,
@alexcastle1994,Wouldn’t it look better on the waist of the Tribal Chief,wouldn’t it look better on the waist of the tribal chief,0,,,vor 6 Monaten,0,0,0,,,,,,,,,,,,
@smileyk4129, @alexcastle1994  what?,@alexcastle199 4 what?,0,,,vor 6 Monaten,0,0,0,,,,,,,,,,,,
@dienfhet5179, @smileyk4129 you got cooked lol,@smileyk412 9 you got cooked lol,0,,,vor 6 Monaten,0,0,0,,,,,,,,,,,,
@smileyk4129, @dienfhet5179  got what?,@dienfhet517 9 got what?,0,,,vor 6 Monaten,0,0,0,,,,,,,,,,,,
@johnscilleto,SWERVES HOUSE!!!!!!,swerves house!!!!!!,0,,,vor 6 Monaten,0,0,0,,,,,,,,,,,,
@Ragon411,On what planet,on what planet,3,,,vor 6 Monaten,1,0,0,bezug auf z.25 @gator8509,0,0,0,0,0,1,1,0,0,0,0
@alternative7586,"Swerve can cut a promo, you're just hating to hate.","swerve can cut a promo, you're just hating to hate.",2,,,vor 6 Monaten,1,0,0,bezug auf z.25 @gator8509,0,0,1,0,0,1,1,0,0,0,0
@nakoaahyee8204,Terrible promos and Terrible wrestler. Never can believe anything he does,terrible promos and terrible wrestler. never can believe anything he does,0,,,vor 6 Monaten,1,0,0,bezug auf z.25 @gator8509,0,0,0,0,0,1,3,0,0,0,0
@boycottactivision,"Fortunately it's Wrestling & you don't have to be Shakespeare to entertain, you have to captivate the crowd, & he's good at that.","fortunately it's wrestling & you don't have to be shakespeare to entertain, you have to captivate the crowd, & he's good at that.",3,,,vor 6 Monaten,1,0,0,bezug auf z.25 @gator8509,0,0,1,0,0,1,1,0,0,0,0
@alternative7586," @boycottactivision  this is the comment! It's not about talking skill, it's about how you present yourself!","@boycottactivisio n this is the comment! it's not about talking skill, it's about how you present yourself!",0,,,vor 6 Monaten,1,0,0,bezug auf z.643,0,0,1,0,0,1,1,0,0,0,0
@SonyThe1TrickPony,​ @nakoaahyee8204  Seeth & Campaign Seeth & Campaign 😂😂,@nakoaahyee820 4 seeth & campaign seeth & campaign 😂😂,0,,,vor 6 Monaten,0,0,0,scheint spöttisch gemeint zu sein? Sowas wie cope and seethe?,,,,,,,,,,,
@ItsAlwaysJermainesFault2113,"​​ @nakoaahyee8204 Crazy, I didn't see all this scrutiny about his promo until now, I wonder what's different...🏆🤔","@nakoaahyee820 4 crazy, i didn't see all this scrutiny about his promo until now, i wonder what's different...🏆🤔",0,,,vor 6 Monaten (bearbeitet),1,0,0,"bezug auf z.642, meaning wo waren die beschwerden über seine promo skills bevor er champion wurde??",0,0,1,0,0,1,1,0,1,1,0
@boycottactivision," @alternative7586  Well a Promo is based in talking, his presentation is the same during/entering matches, & you wouldn't call that a Promo would you? Where was all this scrutiny before he got the belt?","@alternative758 6 well a promo is based in talking, his presentation is the same during/entering matches, & you wouldn't call that a promo would you? where was all this scrutiny before he got the belt?",0,,,vor 6 Monaten,1,0,0,,0,0,1,0,0,1,1,0,1,1,0
@alternative7586," @boycottactivision  all the scrutiny shows up now because ""fans"" fantasy book too much and want change immediately, in fact they don't know what they want. Look at Cody. He was loved and now all the haters become popular because hate attracts attention.","@boycottactivisio n all the scrutiny shows up now because ""fans"" fantasy book too much and want change immediately, in fact they don't know what they want. look at cody. he was loved and now all the haters become popular because hate attracts attention.",0,,,vor 6 Monaten,1,0,0,,0,1,1,0,0,1,2,0,0,1,1
@nakoaahyee8204, @ItsAlwaysJermainesFault2113  I've often said it. He can't wrestle in my opinion,@itsalwaysjermainesfault211 3 i've often said it. he can't wrestle in my opinion,0,,,vor 6 Monaten,1,0,0,bezug auf z.643,0,0,0,0,0,1,3,0,0,0,0
@ItsAlwaysJermainesFault2113," @nakoaahyee8204  Dude literally has his own swerving wrestling style, darn near moves like Eddie Gordo from Tekken. But I guess you're looking for a Greco Roman Wrestler? To Each his own...","@nakoaahyee820 4 dude literally has his own swerving wrestling style, darn near moves like eddie gordo from tekken. but i guess you're looking for a greco roman wrestler? to each his own...",0,,,vor 6 Monaten,1,0,0,,0,1,1,0,0,1,1,0,0,0,0
@agentzero2965, @boycottactivision  these people will hate on anything AEW does,@boycottactivisio n these people will hate on anything aew does,0,,,vor 6 Monaten,0,0,0,bezug auf z.647,,,,,,,,,,,
@agentzero2965, @nakoaahyee8204  if he’s a terrible wrestler how did he win the title,@nakoaahyee820 4 if he’s a terrible wrestler how did he win the title,0,,,vor 6 Monaten (bearbeitet),1,0,0,bezug auf z.642,0,0,1,0,0,1,1,0,1,0,0
@gator8509, @PBLightning145  😂😂😂😂 Lied,@pblightning14 5 😂😂😂😂 lied,0,,,vor 6 Monaten,1,0,0,bezug auf z.97,0,1,0,0,0,1,3,0,0,0,0
@gator8509,Swerve promos are terrible,swerve promos are terrible,0,,,vor 6 Monaten,0,0,1,inhaltliche dopplung,,,,,,,,,,,
@agentzero2965, @gator8509  what makes his promos so bad? Or are u hating just cuz,@gator850 9 what makes his promos so bad? or are u hating just cuz,0,,,vor 6 Monaten,1,0,0,,0,0,1,0,0,1,2,0,0,0,0
@Shrieqer,Wish Claudio would take his house so Swerve would shut up about it. That chant is starting to become more annoying than Stone Cold’s “WHAT?”.,wish claudio would take his house so swerve would shut up about it. that chant is starting to become more annoying than stone cold’s “what?”.,2,,,vor 6 Monaten,0,0,0,"catchphrase von swerve, also relevant?; kommentar nicht mehr auffindbar",,,,,,,,,,,
@ItsJustUsEnt,Claudio is one of those Wrestlers that need a script lol,claudio is one of those wrestlers that need a script lol,0,,,vor 6 Monaten,0,0,0,"kommentar nicht mehr auffindbar, evtl gelöscht?; deshalb ausgeschlossen",,,,,,,,,,,
@jpabcede5016,​ @Shrieqer I disagree.,@shrieqe r i disagree.,3,,,vor 6 Monaten,0,0,0,kommentar ebenfalls nicht mehr auffindbar,,,,,,,,,,,
@coolcebolla,What did we think of Swerve v. Claudio?,what did we think of swerve v. claudio?,0,,,vor 6 Monaten,0,0,0,kommentar nicht mehr auffindbar,,,,,,,,,,,
@thatguywholovespandas7287,AEW writing is horrible it’s going to be hangman page Vs swerve part 210 …,aew writing is horrible it’s going to be hangman page vs swerve part 210 …,2,,,vor 6 Monaten,0,0,0,"fantasy booking, relevanz unklar; bezug auf z.10 @juanoro-barcenas79495",,,,,,,,,,,
@foodieforlife8263,No comparison to Kenny,no comparison to kenny,0,,,vor 6 Monaten,0,0,0,bezug auf z.10 @juanoro-barcenas79495,,,,,,,,,,,
@AlanMcCormick-b9w, @foodieforlife8263  Kenny won't be back this year though and osprey is getting that belt at Wembley.,@foodieforlife826 3 kenny won't be back this year though and osprey is getting that belt at wembley.,3,,,vor 6 Monaten,0,0,0,bezug auf z.661,,,,,,,,,,,
@MrVenom973,​ @grandtheftaudio6386 he's literally coming back this Wednesday,@grandtheftaudio638 6 he's literally coming back this wednesday,0,,,vor 6 Monaten,0,0,0,bezug auf z. 32 @grandtheftaudio6386,,,,,,,,,,,
@dreamkrusherjay2869," @AlanMcCormick-b9w  Hell, at this point people need to be hoping Kenny returns at all -- or retires if it would place his health in further danger.

Diverticulitis is very serious, people.  I'd rather see Kenny truly healthy than risk anything by coming back too soon, if he returns at all.","@alanmccormick -b9w hell, at this point people need to be hoping kenny returns at all -- or retires if it would place his health in further danger. diverticulitis is very serious, people. i'd rather see kenny truly healthy than risk anything by coming back too soon, if he returns at all.",0,,,vor 6 Monaten,0,0,0,bezug auf z.662,,,,,,,,,,,
@jayway7485,"It's looking like Kenny will need surgery, which would put him on the shelf even longer. Sadly, we most likely won't see him until sometime next year 😞","it's looking like kenny will need surgery, which would put him on the shelf even longer. sadly, we most likely won't see him until sometime next year 😞",0,,,vor 6 Monaten,0,0,0,bezug auf z.10 @juanoro-barcenas79495,,,,,,,,,,,
@marcohavokkhaos,​ @grandtheftaudio6386 Hes coming back to the ring soon.,@grandtheftaudio638 6 hes coming back to the ring soon.,0,,,vor 6 Monaten,0,0,0,bezug auf z. 32 @grandtheftaudio6386,,,,,,,,,,,
@marcohavokkhaos,​ @thatguywholovespandas7287  Nothing wrong with that,@thatguywholovespandas728 7 nothing wrong with that,0,,,vor 6 Monaten,0,0,0,bezug auf z.660 ,,,,,,,,,,,
@marcohavokkhaos,​ @dreamkrusherjay2869 He will be back in the ring soon,@dreamkrusherjay286 9 he will be back in the ring soon,0,,,vor 6 Monaten,0,0,0,bezug auf z.664,,,,,,,,,,,
@grandtheftaudio6386," @marcohavokkhaos  as of 4 weeks ago he has NOT had his surgery, he IS advertised for an upcoming AEW show in Winnipeg but is currently not slated for an in-ring return.","@marcohavokkhao s as of 4 weeks ago he has not had his surgery, he is advertised for an upcoming aew show in winnipeg but is currently not slated for an in-ring return.",0,,,vor 6 Monaten,0,0,0,bezug auf z. 666,,,,,,,,,,,
@ass_eating_man,​​Not gonna happen in aew. Its an indie with big budget. Conpelling stories...lol​ @zoejeremy9671 ,not gonna happen in aew. its an indie with big budget. conpelling stories...lol @zoejeremy9671,0,,,vor 6 Monaten (bearbeitet),0,0,0,"kommentar nicht mehr auffindbar, sehr wahrscheinlich aus diesem thread wo sich auch der kommentar der getaggten person befindet, nichtsdestotrotz laut protokoll ausgeschlossen",,,,,,,,,,,
@ryguyk9375,You realize Kenny’s been out for a while and is still dealing with health issues…right?,you realize kenny’s been out for a while and is still dealing with health issues…right?,0,,,vor 6 Monaten,0,0,0,bezug auf z.10 @juanoro-barcenas79495,,,,,,,,,,,
@SonyThe1TrickPony,Hopefully,hopefully,0,,,vor 6 Monaten,0,0,0,bezug auf z.5 @gohsukbin5830,,,,,,,,,,,
@gmac673," @YankeeRedneck437 heatless bangers for the win, let’s hear it for the Dubbalos! 🤡","@yankeeredneck43 7 heatless bangers for the win, let’s hear it for the dubbalos! 🤡",0,,,vor 6 Monaten,0,0,0,"kommentar nicht mehr auffindbar, ausgeschlossen",,,,,,,,,,,
